"","school","preveducation","preveducationtype","prevCC","matrix_pre_1","matrix_pre_2","matrix_pre_3","matrix_pre_4","matrix_pre_5","matrix_pre_6","cc_choice"
"11086","South Lenoir High School",1,"Handout",NA,3,3,4,3,4,3,1
"11088","Cummings, Hugh M. High School",0,"",NA,4,4,4,4,4,4,1
"11091","Ledford High School",2,"Handout",NA,3,3,4,3,4,4,1
"11094","Currituck County High School",0,"",NA,3,3,4,4,4,2,1
"11095","Hoke County High School",0,"",NA,3,3,4,3,4,3,1
"11097","South Lenoir High School",0,"",NA,3,4,4,4,4,4,1
"11098","Currituck County High School",1,"Other",NA,4,3,4,3,4,3,1
"11105","Currituck County High School",1,"Handout",NA,4,4,4,4,4,4,1
"11107","Currituck County High School",0,"",NA,3,3,3,3,4,2,1
"11111","Currituck County High School",4,"Video",NA,3,4,4,NA,4,3,1
"11112","Currituck County High School",0,"",NA,3,4,4,4,4,4,1
"11113","Currituck County High School",1,"Other",NA,4,4,4,4,4,4,1
"11114","Currituck County High School",0,"",NA,3,3,4,3,4,2,1
"11115","Currituck County High School",0,"",NA,4,4,4,4,4,4,1
"11116","Currituck County High School",0,"",NA,3,3,4,4,4,4,0
"11117","Currituck County High School",1,"Other",NA,3,3,4,3,4,3,1
"11118","Currituck County High School",1,"PowerPoint",NA,2,3,4,3,3,2,0
"11119","South Lenoir High School",1,"Handout,Lecture,PowerPoint",NA,3,4,3,4,4,3,1
"11120","Currituck County High School",1,"PowerPoint",NA,3,3,4,2,4,2,1
"11121","Hoke County High School",0,"",NA,NA,2,4,3,4,3,0
"11122","Hoke County High School",0,"",NA,3,2,4,3,4,2,1
"11125","Hoke County High School",0,"",NA,3,4,4,3,4,3,1
"11126","High Point Central High School",0,"",NA,4,3,4,4,4,3,1
"11127","Sandhoke County High School",0,"",NA,3,4,4,3,4,3,1
"11128","Sandhoke County High School",0,"",NA,3,3,4,4,4,3,1
"11130","West Forsyth High School",0,"",NA,3,3,4,1,4,3,1
"11138","Sandhoke County High School",0,"",NA,3,3,3,3,4,3,1
"11139","Currituck County High School",0,"",NA,3,3,3,2,4,4,1
"11144","Currituck County High School",1,"Other",NA,2,3,3,3,4,2,1
"11145","Fairmont High School",NA,"Other",NA,1,4,4,1,4,4,1
"11146","Fairmont High School",0,"",NA,4,3,4,3,4,4,1
"11150","Northern Nash High School",0,"",NA,4,3,4,3,4,4,1
"11156","South Rowan High School",0,"",NA,1,4,4,4,4,4,1
"11161","Hoke County High School",2,"PowerPoint",NA,3,4,4,4,4,4,1
"11163","Currituck County High School",1,"Video",NA,3,4,4,4,4,4,1
"11166","South Lenoir High School",4,"Handout,Lecture,PowerPoint",NA,2,4,4,3,4,3,1
"11167","West Forsyth High School",0,"",NA,NA,3,4,4,4,4,1
"11171","South Lenoir High School",3,"Video",NA,2,3,3,3,3,2,1
"11174","Northern Nash High School",0,"",NA,3,3,4,4,4,3,1
"11176","Ledford High School",2,"Other",NA,3,2,4,3,4,4,1
"11177","Currituck County High School",0,"",NA,3,3,4,4,4,2,1
"11178","South Lenoir High School",0,"",NA,4,4,4,4,4,4,1
"11180","South Lenoir High School",1,"Lecture,Video",NA,2,2,3,3,3,3,1
"11181","South Lenoir High School",2,"PowerPoint,Video",NA,4,3,4,2,4,4,1
"11183","South Lenoir High School",0,"",NA,4,3,4,3,4,3,1
"11187","South Lenoir High School",2,"Handout,PowerPoint",NA,4,2,3,4,4,4,1
"11190","Rutherfordton-Spindale Central High School",0,"",NA,4,3,4,3,4,3,1
"11192","Currituck County High School",0,"",NA,2,3,4,3,4,3,1
"11195","East Rowan High School",1,"Lecture",NA,3,4,4,4,4,3,1
"11200","Currituck County High School",0,"",NA,3,3,4,4,4,3,1
"11201","Currituck County High School",2,"Lecture,PowerPoint,Video",NA,3,4,4,2,4,3,1
"11202","Hoke County High School",1,"Video",NA,3,3,3,3,4,3,1
"11203","West Forsyth High School",0,"",NA,3,3,4,3,4,3,1
"11208","South Lenoir High School",0,"",NA,3,3,4,4,4,3,1
"11215","Currituck County High School",1,"Lecture",NA,3,3,4,4,4,3,1
"11216","Richmond High School",0,"",NA,2,3,3,3,3,3,0
"11218","North Lincoln High School",0,"",NA,3,3,4,3,4,4,1
"11219","North Lincoln High School",0,"",NA,3,3,4,4,4,4,1
"11224","Louisburg High School",0,"",NA,3,4,4,4,4,3,1
"11227","North Lincoln High School",1,"Other",NA,4,3,4,4,4,4,1
"11228","North Lincoln High School",1,"Other",NA,3,4,4,4,4,4,1
"11229","North Lincoln High School",1,"Other",NA,4,3,4,4,4,3,1
"11230","Sandhoke County High School",0,"",NA,3,4,4,4,4,3,1
"11231","Sandhoke County High School",0,"",NA,3,3,4,3,4,3,1
"11232","Louisburg High School",1,"Video",NA,4,4,4,4,4,3,1
"11233","South Lenoir High School",1,"Video",NA,2,4,4,2,3,4,1
"11235","Hoke County High School",0,"",NA,3,3,4,3,4,3,1
"11236","North Lincoln High School",0,"",NA,2,4,4,4,4,4,1
"11237","Cornerstone Charter Academy",0,"",NA,NA,3,4,3,4,4,1
"11238","Currituck County High School",1,"Lecture",NA,3,3,3,3,4,4,1
"11240","Sandhoke County High School",0,"",NA,4,3,4,4,4,3,1
"11243","Triton High School",0,"",NA,4,3,3,3,4,2,0
"11247","South Lenoir High School",2,"PowerPoint",NA,3,4,4,4,4,4,1
"11248","South Lenoir High School",0,"",NA,4,4,4,4,4,4,1
"11249","South Lenoir High School",0,"",NA,3,3,3,3,3,3,1
"11250","Raleigh Charter High School",0,"",NA,3,3,4,3,4,3,1
"11253","South Lenoir High School",0,"",NA,1,1,1,4,4,4,1
"11254","South Johnston High School",0,"",NA,3,3,4,3,4,3,1
"11258","Currituck County High School",0,"",NA,3,2,4,3,4,4,1
"11259","Currituck County High School",0,"",NA,4,3,4,4,4,4,1
"11260","Currituck County High School",0,"",NA,3,3,4,4,4,3,0
"11272","Louisburg High School",2,"Video",NA,3,4,4,3,4,4,1
"11274","North Lincoln High School",0,"",NA,4,3,4,4,4,4,1
"11275","North Lincoln High School",1,"Other",NA,3,4,4,4,4,4,1
"11278","North Lincoln High School",1,"Other",NA,3,4,4,4,4,4,1
"11279","North Lincoln High School",1,"Other",NA,3,4,4,4,4,4,1
"11283","Meyers Park High School",0,"",NA,4,3,4,4,4,4,1
"11284","North Lincoln High School",1,"Lecture",NA,3,3,4,4,4,4,1
"11285","North Lincoln High School",1,"Other",NA,3,4,4,4,4,3,1
"11295","Ledford High School",0,"",NA,4,4,4,4,4,4,1
"11297","Louisburg High School",2,"Handout",NA,3,4,4,4,4,4,1
"11302","Currituck County High School",1,"Handout",NA,3,3,4,3,4,3,1
"11304","Louisburg High School",2,"PowerPoint",NA,4,4,4,4,4,3,1
"11306","Currituck County High School",0,"",NA,3,2,4,2,4,3,1
"11307","West Craven High School",0,"",NA,3,3,4,4,4,4,1
"11308","North Lincoln High School",0,"",NA,NA,2,4,4,4,4,1
"11309","North Lincoln High School",3,"Handout",NA,3,3,4,4,4,4,1
"11315","North Lincoln High School",NA,"Handout",NA,2,3,4,4,4,4,1
"11317","West Craven High School",0,"",NA,3,3,3,3,4,3,1
"11318","Raleigh Charter High School",2,"Handout",NA,2,2,4,3,4,3,1
"11319","Raleigh Charter High School",0,"",NA,3,3,4,4,4,3,1
"11323","First Flight High School",0,"",NA,4,4,4,4,4,4,1
"11330","Richmond High School",0,"",NA,1,3,4,4,4,3,1
"11331","Triton High School",0,"",NA,3,3,4,4,4,3,1
"11332","First Flight High School",0,"",NA,3,4,4,4,4,4,1
"11334","Currituck County High School",1,"Video",NA,4,2,2,2,3,2,0
"11335","Hoke County High School",0,"",NA,4,3,4,3,4,4,1
"11339","First Flight High School",0,"",NA,3,3,4,4,4,4,1
"11341","Bishop McGuinness High School",1,"Lecture",NA,3,2,2,2,4,3,1
"11342","Triton High School",1,"Video",NA,3,3,3,3,4,2,1
"11343","Pasquotank County High School",2,"Handout",NA,3,3,4,4,4,3,1
"11345","Triton High School",0,"",NA,3,3,4,4,4,3,0
"11348","Bethany Community School",0,"",NA,3,3,4,4,4,4,1
"11353","Triton High School",0,"",NA,3,3,4,3,4,3,1
"11355","First Flight High School",0,"",NA,3,3,4,3,4,2,1
"11356","Triton High School",0,"",NA,3,3,4,4,4,4,1
"11357","First Flight High School",1,"Other",NA,3,2,4,4,4,4,1
"11360","North Lincoln High School",1,"Other",NA,3,3,4,4,4,4,1
"11361","Raleigh Charter High School",0,"",NA,NA,2,4,3,4,3,1
"11362","Northern Guilford High School",0,"",NA,1,3,3,3,4,3,1
"11364","Lincoln Charter",0,"",NA,3,3,4,4,4,4,1
"11365","Southern Wayne High School",0,"",NA,3,3,4,4,4,3,1
"11366","Raleigh Charter High School",2,"PowerPoint",NA,3,3,3,3,3,3,1
"11368","Kings Mountain High School",0,"",NA,2,2,4,4,4,3,1
"11369","Ledford High School",NA,"PowerPoint",NA,3,3,4,4,4,3,1
"11370","West Iredell High School",1,"Handout,Video",NA,3,3,4,3,4,3,1
"11373","Bishop McGuinness High School",1,"Lecture",NA,2,2,3,3,4,3,1
"11375","West Craven High School",0,"",NA,1,2,4,4,4,4,1
"11376","Triton High School",1,"Lecture",NA,3,4,4,4,4,3,1
"11377","Raleigh Charter High School",0,"",NA,3,3,4,3,4,4,1
"11381","Northern Guilford High School",0,"",NA,2,3,4,4,4,4,1
"11384","North East Carolina Preparatory School",0,"",NA,3,3,4,3,4,4,1
"11385","Cornerstone Charter Academy",0,"",NA,4,3,4,4,4,3,1
"11391","Triton High School",0,"",NA,3,1,4,4,4,3,1
"11392","Bishop McGuinness High School",1,"Lecture",NA,3,3,4,3,4,3,1
"11393","Bethany Community School",1,"Handout,Lecture",NA,2,4,4,3,4,4,1
"11396","Raleigh Charter High School",0,"",NA,NA,2,4,4,4,3,1
"11397","Raleigh Charter High School",NA,"Video",NA,3,3,4,3,4,3,0
"11398","South Rowan High School",2,"PowerPoint,Video",NA,3,2,3,2,4,4,1
"11399","Raleigh Charter High School",0,"",NA,3,4,4,4,4,3,1
"11405","Cornerstone Charter Academy",0,"",NA,2,3,4,4,4,3,1
"11406","First Flight High School",0,"",NA,3,2,4,4,4,4,1
"11407","Bishop McGuinness High School",4,"Lecture,Video",NA,3,3,4,4,4,4,1
"11410","Triton High School",0,"",NA,3,3,4,3,4,2,1
"11413","Triton High School",0,"",NA,3,3,4,4,4,4,1
"11420","East Rowan High School",0,"",NA,NA,3,NA,3,NA,2,1
"11423","Raleigh Charter High School",0,"",NA,NA,3,4,4,4,3,1
"11424","Cornerstone Charter Academy",0,"",NA,4,4,4,4,4,4,1
"11426","Raleigh Charter High School",0,"",NA,3,3,4,4,4,4,1
"11427","West Craven High School",0,"",NA,4,3,4,4,4,3,1
"11435","Western Harnett High School",0,"",NA,3,3,4,4,4,3,1
"11436","Trinity High School",3,"Virtual Reality (VR)",NA,4,4,4,4,4,4,1
"11437","Trinity High School",1,"Video",NA,3,3,4,3,4,3,1
"11439","West Craven High School",1,"PowerPoint,Video",NA,3,3,4,4,4,3,1
"11441","Northern Guilford High School",1,"Lecture",NA,3,3,4,3,4,3,1
"11442","East Rowan High School",0,"",NA,4,4,4,4,4,4,1
"11443","Northern Guilford High School",0,"",NA,4,3,4,4,4,4,1
"11444","West Craven High School",0,"",NA,4,4,4,3,4,3,1
"11447","Raleigh Charter High School",0,"",NA,NA,2,4,3,4,2,1
"11448","First Flight High School",1,"PowerPoint",NA,3,3,4,4,4,4,1
"11449","Sandhoke County High School",2,"PowerPoint",NA,3,4,4,4,4,4,1
"11450","Meyers Park High School",1,"Video",NA,4,4,4,4,4,4,1
"11452","Scotland High School",0,"",NA,4,4,4,4,4,4,1
"11453","First Flight High School",3,"Handout,Lecture,PowerPoint,Video,Virtual Reality (VR),Other",NA,1,1,1,1,1,1,1
"11454","Currituck County High School",3,"Handout,Video",NA,2,4,4,4,4,3,1
"11455","Cornerstone Charter Academy",0,"",NA,4,4,4,4,4,4,1
"11457","First Flight High School",0,"",NA,1,3,4,4,4,3,1
"11458","Oak Grove High School",0,"",NA,2,1,4,3,4,3,1
"11465","South Johnston High School",1,"Video",NA,3,3,4,4,4,3,1
"11468","First Flight High School",2,"Video",NA,3,3,4,3,4,4,1
"11470","Sandhoke County High School",1,"PowerPoint",NA,2,3,4,4,4,3,1
"11472","Bishop McGuinness High School",0,"",NA,2,1,1,1,1,1,1
"11476","North East Carolina Preparatory School",0,"",NA,3,4,4,3,4,3,1
"11477","Cornerstone Charter Academy",0,"",NA,4,4,4,4,4,4,1
"11480","Richmond High School",1,"Video",NA,4,3,4,4,4,3,1
"11483","North East Carolina Preparatory School",4,"Handout,Lecture,PowerPoint,Video",NA,4,4,4,4,4,4,1
"11484","Currituck County High School",0,"",NA,1,3,4,4,4,4,1
"11485","Currituck County High School",1,"Handout,Lecture",NA,3,3,4,4,4,4,1
"11486","Currituck County High School",0,"",NA,4,4,4,4,4,3,1
"11488","Meyers Park High School",0,"",NA,3,4,4,4,4,4,1
"11490","Currituck County High School",1,"Handout,Lecture",NA,3,4,4,3,4,3,1
"11491","Trinity High School",2,"Video",NA,3,3,4,4,4,4,1
"11492","Raleigh Charter High School",1,"Handout,Lecture,PowerPoint,Video",NA,3,3,4,4,4,4,1
"11493","Bishop McGuinness High School",1,"Video",NA,3,4,4,3,4,3,1
"11494","East Rowan High School",NA,"Video",NA,3,3,4,3,4,4,1
"11496","Burns High School",1,"Handout",NA,4,3,4,4,4,4,1
"11497","Raleigh Charter High School",0,"",NA,1,3,4,4,4,2,1
"11498","Swansboro High School",0,"",NA,3,1,4,3,4,4,1
"11500","Currituck County High School",1,"Handout,Lecture,PowerPoint",NA,4,4,3,3,3,3,0
"11502","Currituck County High School",0,"",NA,4,3,4,4,4,4,1
"11505","Cornerstone Charter Academy",0,"",NA,3,3,4,4,4,4,1
"11507","Trinity High School",2,"Video",NA,3,3,4,4,4,4,1
"11509","Farmville Central High School",0,"",NA,4,4,4,4,4,4,1
"11513","Pinecrest High School",4,"Handout,Lecture,PowerPoint,Video",NA,3,4,4,4,4,4,1
"11514","Cornerstone Charter Academy",0,"",NA,3,2,3,3,4,4,1
"11515","Currituck County High School",2,"Handout,Lecture,PowerPoint",NA,3,4,4,3,4,3,1
"11516","Currituck County High School",0,"",NA,3,3,2,2,4,2,0
"11517","Louisburg High School",4,"Handout",NA,4,4,4,4,4,4,1
"11518","Currituck County High School",0,"",NA,1,2,3,3,4,3,0
"11520","West Stokes High School",1,"Lecture",NA,3,3,4,3,4,4,1
"11521","Seaforth High School",2,"Lecture",NA,4,4,4,4,4,3,1
"11523","Bethany Community School",3,"Handout,PowerPoint",NA,4,2,4,4,4,4,1
"11524","Freedom High School",0,"",NA,2,4,4,4,4,4,1
"11525","South Johnston High School",2,"Lecture",NA,4,4,4,4,4,4,1
"11526","Chapel Hill High School",1,"Other",NA,1,4,4,4,4,4,1
"11527","Meyers Park High School",0,"",NA,3,3,4,4,4,4,1
"11528","Meyers Park High School",1,"Video",NA,3,3,4,4,4,3,1
"11530","Hoke County High School",0,"",NA,4,4,4,4,4,4,1
"11533","Hoke County High School",0,"",NA,3,4,3,3,4,2,1
"11535","Freedom High School",1,"PowerPoint",NA,3,3,4,4,4,4,1
"11536","Meyers Park High School",0,"",NA,3,3,4,3,4,3,1
"11539","Meyers Park High School",0,"",NA,NA,3,3,3,4,4,1
"11559","Hoke County High School",0,"",NA,4,2,4,2,4,1,1
"11567","Raleigh Charter High School",1,"Handout",NA,3,3,4,4,4,3,1
"11570","Rolesville High School",0,"",NA,1,3,4,3,4,3,1
"11575","Currituck County High School",0,"",NA,2,3,4,4,4,4,1
"11577","Currituck County High School",NA,"Other",NA,3,2,4,4,4,3,1
"11578","First Flight High School",0,"",NA,3,4,4,4,4,4,1
"11579","Currituck County High School",1,"Lecture",NA,3,3,4,4,4,3,1
"11580","Currituck County High School",0,"",NA,4,4,4,4,4,4,1
"11584","First Flight High School",0,"",NA,3,4,4,4,4,4,1
"11585","Raleigh Charter High School",2,"Lecture,PowerPoint",NA,1,3,3,4,4,4,1
"11586","Raleigh Charter High School",NA,"Handout",NA,2,2,4,1,4,4,1
"11587","Currituck County High School",0,"",NA,3,3,4,4,4,3,1
"11588","Meyers Park High School",1,"PowerPoint",NA,3,3,4,4,4,3,1
"11589","Trinity High School",0,"",NA,3,4,4,4,4,1,1
"11590","Hoke County High School",0,"",NA,3,2,4,4,4,3,1
"11592","Meyers Park High School",0,"",NA,1,3,3,3,4,3,1
"11593","Raleigh Charter High School",2,"Lecture",NA,3,3,4,4,4,4,1
"11594","Raleigh Charter High School",1,"Video",NA,2,3,3,4,4,3,1
"11596","Currituck County High School",0,"",NA,4,4,4,4,4,4,1
"11597","Raleigh Charter High School",0,"",NA,2,3,4,4,4,4,1
"11598","Currituck County High School",0,"",NA,4,4,4,4,4,4,1
"11599","Raleigh Charter High School",1,"PowerPoint",NA,3,3,3,3,3,4,0
"11606","West Craven High School",0,"",NA,1,3,4,4,4,3,0
"11607","Meyers Park High School",0,"",NA,3,3,4,4,4,4,1
"11610","West Iredell High School",2,"Lecture,PowerPoint,Video",NA,3,4,4,3,4,3,1
"11612","Cornerstone Charter Academy",2,"Lecture,PowerPoint,Video",NA,2,3,3,3,3,3,1
"11613","Woods Chater School",0,"",NA,3,4,4,3,4,4,1
"11615","Woods Chater School",3,"Handout",NA,3,2,3,3,4,2,1
"11617","Woods Chater School",0,"",NA,2,4,4,3,4,4,1
"11618","Woods Chater School",0,"",NA,3,3,4,4,4,3,1
"11619","Woods Chater School",2,"Lecture",NA,2,3,4,3,4,4,1
"11620","Woods Chater School",0,"",NA,2,3,4,3,4,3,1
"11621","Woods Chater School",0,"",NA,3,2,4,3,4,2,1
"11623","Woods Chater School",1,"Other",NA,3,3,4,3,4,4,1
"11624","Woods Chater School",3,"Handout",NA,3,4,4,4,4,3,1
"11626","Woods Chater School",1,"Handout",NA,3,3,4,3,4,4,1
"11627","Woods Chater School",1,"Video",NA,2,3,4,4,4,3,1
"11628","Woods Chater School",0,"",NA,3,4,4,3,4,4,1
"11630","Woods Chater School",0,"",NA,NA,3,4,4,4,4,0
"11631","Woods Chater School",2,"Handout",NA,3,3,4,4,4,4,1
"11632","Woods Chater School",1,"Handout",NA,3,4,4,3,4,4,1
"11634","Woods Chater School",2,"PowerPoint,Video",NA,3,3,4,4,4,3,1
"11635","Woods Chater School",1,"Lecture,Video",NA,3,3,4,3,4,3,0
"11636","Woods Chater School",3,"Lecture",NA,3,4,4,3,4,4,1
"11637","Woods Chater School",1,"Handout,Lecture",NA,3,4,4,4,4,4,1
"11638","Woods Chater School",1,"Lecture,Video",NA,3,3,3,3,4,3,0
"11641","Woods Chater School",1,"Video",NA,3,3,4,4,4,3,1
"11645","Overhills High School",3,"Video",NA,3,4,4,4,4,4,1
"11652","Pinecrest High School",0,"",NA,3,3,4,3,4,2,1
"11656","SouthWest Edgecombe High School",2,"Video",NA,4,4,4,4,4,2,1
"11657","SouthWest Edgecombe High School",0,"",NA,3,2,4,3,4,4,1
"11658","SouthWest Edgecombe High School",0,"",NA,4,4,4,4,4,4,1
"11659","SouthWest Edgecombe High School",0,"",NA,3,2,4,3,4,4,1
"11660","SouthWest Edgecombe High School",NA,"",NA,NA,NA,NA,NA,NA,NA,0
"11661","SouthWest Edgecombe High School",2,"Virtual Reality (VR)",NA,3,3,3,3,3,3,0
"11662","SouthWest Edgecombe High School",4,"Handout,PowerPoint,Video",NA,4,4,4,4,4,2,1
"11663","Southwest",1,"Handout,Video",NA,3,4,4,1,4,3,1
"11664","SouthWest Edgecombe High School",4,"Handout,Lecture,PowerPoint,Video",NA,3,4,3,2,4,2,0
"11665","SouthWest Edgecombe High School",0,"",NA,4,4,4,4,4,4,1
"11666","SouthWest Edgecombe High School",0,"",NA,NA,NA,NA,NA,NA,NA,1
"11667","Woods Chater School",0,"",NA,3,3,4,4,4,3,0
"11669","Woods Chater School",0,"",NA,1,2,3,4,4,2,1
"11670","Woods Chater School",0,"",NA,3,3,4,3,4,3,1
"11673","Raleigh Charter High School",0,"",NA,2,2,4,4,4,3,0
"11677","Woods Chater School",0,"",NA,4,4,4,4,4,4,1
"11678","SouthWest Edgecombe High School",2,"Handout,PowerPoint",NA,3,3,4,3,4,4,1
"11685","Carrboro High School",2,"Video",NA,3,3,3,3,3,3,1
"11697","SouthWest Edgecombe High School",0,"",NA,1,4,4,4,4,4,1
"11698","Southwest",0,"",NA,3,2,4,3,4,3,1
"11699","SouthWest Edgecombe High School",3,"Handout",NA,4,4,4,4,4,4,1
"11700","SouthWest Edgecombe High School",2,"Lecture",NA,4,4,4,4,4,3,1
"11701","Southwest",0,"",NA,3,1,4,4,4,3,1
"11702","SouthWest Edgecombe High School",0,"",NA,NA,NA,NA,NA,NA,NA,1
"11706","Overhills High School",3,"Other",NA,4,4,4,3,4,4,0
"11708","Davie High School",2,"Lecture",NA,3,4,4,4,4,4,1
"11719","Raleigh Charter High School",0,"",NA,3,3,4,4,4,3,1
"11720","Raleigh Charter High School",0,"",NA,3,3,4,3,4,3,1
"11722","South Johnston High School",0,"",NA,2,3,4,2,4,4,1
"11725","Hoke County High School",0,"",NA,4,4,4,4,4,4,1
"11726","Hoke County High School",1,"Video",NA,3,3,4,2,4,3,1
"11727","Hoke County High School",0,"",NA,3,3,4,4,4,4,1
"11729","Hoke County High School",0,"",NA,3,3,4,4,4,4,1
"11730","Hoke County High School",2,"PowerPoint",NA,4,4,4,4,4,4,1
"11731","Hoke County High School",1,"Handout",NA,4,4,4,4,4,4,1
"11732","Hoke County High School",0,"",NA,4,4,4,4,4,4,1
"11733","Hoke County High School",3,"PowerPoint,Video",NA,3,4,4,4,4,3,1
"11735","Hoke County High School",0,"",NA,3,4,4,4,4,4,1
"11736","Hoke County High School",0,"",NA,3,4,4,4,4,4,1
"11737","West Stokes High School",NA,"",NA,NA,4,4,4,4,4,1
"11738","Hoke County High School",0,"",NA,4,4,4,4,4,4,1
"11739","Hoke County High School",1,"Lecture",NA,3,4,4,4,4,4,1
"11740","Hoke County High School",2,"PowerPoint",NA,4,4,4,4,4,4,1
"11742","Hoke County High School",3,"PowerPoint",NA,3,3,3,3,3,3,1
"11743","Hoke County High School",2,"PowerPoint",NA,4,4,4,4,4,4,1
"11744","Hoke County High School",1,"Handout",NA,3,4,4,3,4,3,1
"11745","West McDowell Middle School",0,"",NA,4,4,4,3,4,4,1
"11746","Hoke County High School",0,"",NA,4,1,4,4,4,4,1
"11747","West McDowell Middle School",3,"Handout",NA,3,3,3,3,4,1,1
"11749","West McDowell Middle School",1,"Video",NA,3,4,4,3,4,3,1
"11750","West McDowell Middle School",0,"",NA,4,3,4,3,4,3,1
"11751","West McDowell Middle School",2,"Handout,PowerPoint,Video,Virtual Reality (VR)",NA,4,3,4,3,4,4,1
"11753","West McDowell Middle School",1,"Other",NA,2,4,4,2,4,4,1
"11754","West McDowell Middle School",0,"",NA,4,2,1,1,1,1,1
"11755","West McDowell Middle School",0,"",NA,4,4,4,4,4,3,1
"11757","West McDowell Middle School",0,"",NA,3,3,4,4,4,4,1
"11758","West McDowell Middle School",1,"Video",NA,3,4,4,3,4,4,1
"11760","West McDowell Middle School",1,"Handout",NA,4,4,4,3,4,3,1
"11761","West McDowell Middle School",1,"Video",NA,3,2,4,3,4,3,1
"11763","West McDowell Middle School",1,"Video,Virtual Reality (VR)",NA,3,2,4,3,4,3,1
"11764","West McDowell Middle School",0,"",NA,3,3,4,3,4,3,1
"11765","West McDowell Middle School",1,"Video",NA,3,3,4,3,4,3,1
"11766","West McDowell Middle School",0,"",NA,3,3,4,4,4,3,1
"11768","West McDowell Middle School",1,"Video",NA,4,3,4,4,4,3,0
"11769","Bethany Community School",0,"",NA,3,4,4,4,4,4,1
"11770","West McDowell Middle School",0,"",NA,3,3,3,3,4,3,1
"11771","Hoke County High School",4,"Handout,Lecture,PowerPoint,Video",NA,4,4,4,4,4,2,1
"11772","Meyers Park High School",0,"",NA,4,4,4,4,4,4,1
"11776","Hoke County High School",1,"Video",NA,3,3,3,3,3,3,1
"11777","Hoke County High School",0,"",NA,4,4,4,4,4,4,1
"11779","Hoke County High School",0,"",NA,3,3,NA,NA,NA,NA,1
"11780","Hoke County High School",4,"Handout,Lecture,PowerPoint,Video",NA,4,4,4,3,4,4,1
"11785","West McDowell Middle School",1,"Video,Virtual Reality (VR)",NA,3,3,4,3,4,3,1
"11789","Hoke County High School",0,"",NA,4,4,4,4,4,4,1
"11805","Hoke County High School",1,"Lecture",NA,4,4,4,4,4,4,1
"11807","Hoke County High School",1,"PowerPoint",NA,4,3,4,4,4,3,1
"11808","West McDowell Middle School",1,"Video",NA,4,3,4,4,4,3,1
"11809","Hoke County High School",0,"",NA,4,4,4,4,4,4,1
